# Number of items
90
# Stacking height
3
# Number of stacks
68
# Item name and Appearance
# (0 for I^{fix}, 1 for I^1, 2 for I^2)
   001     0
   002     0
   003     0
   004     0
   005     0
   006     0
   007     0
   008     0
   009     0
   010     0
   011     0
   012     0
   013     0
   014     0
   015     0
   016     0
   017     0
   018     0
   019     0
   020     0
   021     0
   022     0
   023     0
   024     0
   025     0
   026     0
   027     0
   028     0
   029     0
   030     0
   031     0
   032     0
   033     0
   034     0
   035     0
   036     0
   037     1
   038     1
   039     1
   040     1
   041     1
   042     1
   043     1
   044     1
   045     1
   046     1
   047     1
   048     1
   049     1
   050     1
   051     1
   052     1
   053     1
   054     1
   055     1
   056     1
   057     1
   058     1
   059     1
   060     1
   061     1
   062     1
   063     1
   064     1
   065     1
   066     1
   067     1
   068     1
   069     1
   070     1
   071     1
   072     1
   073     1
   074     1
   075     1
   076     1
   077     1
   078     1
   079     2
   080     2
   081     2
   082     2
   083     2
   084     2
   085     2
   086     2
   087     2
   088     2
   089     2
   090     2
# Positions of Ifix-items in the format (itemName, stack, level)
   001     2     1
   002    31     1
   003    33     1
   004    35     1
   005     6     1
   006    15     1
   007     1     2
   008    29     1
   009     7     1
   010     8     1
   011     9     1
   012    12     1
   013    16     1
   014    27     1
   015    28     1
   016    24     1
   017    23     1
   018    20     1
   019    19     1
   020    34     1
   021    13     1
   022    11     1
   023    14     1
   024    17     1
   025     4     1
   026    32     1
   027    18     1
   028     1     1
   029    25     1
   030    10     1
   031    21     1
   032    26     1
   033    22     1
   034    30     1
   035     3     1
   036     5     1
# Stacking matrix
# Info: number of 1-entries = 3308, density = 0.41
0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
